,id,plant,size,number,auction,capacity,physical_guarantee,sold_lots,source,company_consortium,year,price_US$,inv_US$,gdp_growth,risk_embi,gkf,fdi,primary_energy_consumption,g,exch,inv_US$_billion,state,inv_size,physical_guarantee_size,distance_from_last_auction
174,175,EOL Rio Verde,0.014,71,Leilão 3/2009,30,16.61,16,wind,Renova Energia S.A.,2009,83.27970581,69285825,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.069285825,BA,975856.6901,0.233943662,0.597312096
175,176,EOL Sangradouro 2,0.014,71,Leilão 3/2009,26,9.98,9,wind,"Consórcio Elecnor Enerfin:
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)",2009,86.18133762,83272299,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.083272299,RS,1172849.282,0.14056338,0.597312096
176,177,EOL Sangradouro 3,0.014,71,Leilão 3/2009,24,9.22,9,wind,"Consórcio Elecnor Enerfin:
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)",2009,86.18133762,76866479,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.076866479,RS,1082626.465,0.129859155,0.597312096
177,178,EOL Santa Clara I,0.014,71,Leilão 3/2009,28.8,13.71,13,wind,Santa Clara I Energias Renováveis Ltda.,2009,86.18708343,91070444,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.091070444,RN,1282682.31,0.193098592,0.597312096
178,179,EOL Santa Clara II,0.014,71,Leilão 3/2009,28.8,12.76,12,wind,Santa Clara II Energias Renováveis Ltda.,2009,86.18708343,91070444,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.091070444,RN,1282682.31,0.17971831,0.597312096
179,180,EOL Santa Clara III,0.014,71,Leilão 3/2009,28.8,12.51,12,wind,Santa Clara III Energias Renováveis Ltda.,2009,86.18708343,91070444,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.091070444,RN,1282682.31,0.176197183,0.597312096
180,181,EOL Santa Clara IV,0.014,71,Leilão 3/2009,28.8,12.31,12,wind,Santa Clara IV Energias Renováveis Ltda.,2009,86.18708343,91070444,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.091070444,RN,1282682.31,0.173380282,0.597312096
181,182,EOL Santa Clara V,0.014,71,Leilão 3/2009,28.8,12.41,12,wind,Santa Clara V Energias Renováveis Ltda.,2009,86.18708343,91070444,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.091070444,RN,1282682.31,0.174788732,0.597312096
182,183,EOL Santa Clara VI,0.014,71,Leilão 3/2009,28.8,12.29,12,wind,Santa Clara VI Energias Renováveis Ltda.,2009,86.18708343,91070444,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.091070444,RN,1282682.31,0.173098592,0.597312096
183,184,EOL Seabra,0.014,71,Leilão 3/2009,30,11.33,11,wind,Desenvix AS,2009,80.43553206,86638129,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.086638129,BA,1220255.338,0.159577465,0.597312096
184,185,EOL Serra do Salto,0.014,71,Leilão 3/2009,15,7.46,7,wind,Renova Energia S.A.,2009,83.27970581,34643214,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.034643214,BA,487932.5915,0.105070423,0.597312096
185,186,EOL Taiba Aguia,0.014,71,Leilão 3/2009,23.1,10.69,10,wind,"Consórcio Energio Taiba Aguia:
Energio Nordeste Energias Renováveis S.A. (99%)
Central Eólica Taíba Águia Ltda. (1%)",2009,86.12962537,72522437,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.072522437,CE,1021442.775,0.15056338,0.597312096
186,187,EOL Taiba Andorinha,0.014,71,Leilão 3/2009,14.7,6.58,6,wind,"Consórcio Energio Taiba Andorinha:
Energio Nordeste Energias Renováveis S.A. (99%)
Central Eólica Taíba Andorinha Ltda. (1%)",2009,86.12962537,46151488,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.046151488,CE,650020.9577,0.092676056,0.597312096
187,188,EOL Usina de Mangue Seco 1,0.014,71,Leilão 3/2009,25.2,12.37,12,wind,"Consórcio Mangue Seco 1:
Petrobras Petróleo Brasileiro S.A. (49%)
Alubar Energia S.A. (51%)",2009,86.18133762,79554700,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.0795547,RN,1120488.732,0.174225352,0.597312096
188,189,EOL Usina de Mangue Seco 2,0.014,71,Leilão 3/2009,25.2,12.08,12,wind,"Consórcio Mangue Seco 2:
Petrobras Petróleo Brasileiro S.A. (51%)
Eletrobras Centrais Elétricas Brasileiras S.A. (49%)",2009,86.18133762,79554700,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.0795547,RN,1120488.732,0.170140845,0.597312096
189,190,EOL Usina de Mangue Seco 3,0.014,71,Leilão 3/2009,25.2,12.73,12,wind,"Consórcio Mangue Seco 3:
Petrobras Petróleo Brasileiro S.A. (49%)
Wobben Windpower Ind. e Com. Ltda. (51%)",2009,86.18133762,79554700,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.0795547,RN,1120488.732,0.179295775,0.597312096
190,191,EOL Usina de Mangue Seco 5,0.014,71,Leilão 3/2009,25.2,13.11,13,wind,"Consórcio Mangue Seco 5:
Petrobras Petróleo Brasileiro S.A. (49%)
Wobben Windpower Ind. e Com. Ltda. (51%)",2009,86.18133762,79554700,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.0795547,RN,1120488.732,0.184647887,0.597312096
191,192,EOL Vento do Oeste,0.014,71,Leilão 3/2009,19.5,7.81,7,wind,"Consórcio Vento do Oeste:
Energimp S.A. (90%)
Central Eólica Vento do Oeste S.A. (10%)",2009,87.43966904,62081493,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.062081493,CE,874387.2254,0.11,0.597312096
192,193,UHE Belo Monte,1,1,Leilão 6/2009,11233.1,4571,3199,hydro,"Consórcio Norte Energia: Companhia Hidro Elétrica do São Francisco – CHESF (49,98%); 
Construtora Queiroz Galvão S.A. (10,02%); 
Galvão Engenharia S.A. (3,75%); 
Mendes Júnior Trading e Engenharia S.A. (3,75%); 
Serveng-Civilsan S.A. Empresas Associadas de Engenharia (3,75%); 
J. Malucelli Construtora de Obras S.A. (9,98%); 
Contern - Construções e Comércio Ltda. (3,75%); 
Cetenco Engenharia S.A. (5,00%); e
Gaia Energia e Participações S.A. (10,02%), 
",2009,44.80004597,10927439094,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,10.92743909,PA,10927439094,4571,0.597312096
193,194,UTE Codora,0.5,2,Leilão 2/2009,48,16.2,10,sugar cane bagasse,Codora Energia Ltda,2009,83.08434843,72671225,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.072671225,GO,36335612.5,8.1,0.597312096
194,195,PCH Rio Bonito,0.5,2,Leilão 2/2009,22.5,9.4,1,hydro,Castelo Energética S.A. - CESA,2009,82.73960009,18623345,-0.125811999,306,18.79613505,1.888455825,9.98,151312.6,1.7404,0.018623345,SC,9311672.5,4.7,0.597312096
195,196,UHE Colider,0.143,7,Leilão 3/2010,300,179.6,125,hydro,Copel Geração e Transmissão S.A.,2010,62.08718626,760336418,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.760336418,MT,108619488.3,25.65714286,0.547263682
196,197,UHE Garibaldi,0.143,7,Leilão 3/2010,177.9,83.1,58,hydro,Triunfo Participações e Investimentos S.A.,2010,64.83727633,431924655,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.431924655,SC,61703522.14,11.87142857,0.547263682
197,198,PCH Santa Cruz de Monte Negro,0.143,7,Leilão 3/2010,17,7.73,7,hydro, Mega Energia Investimentos e Participações S.A.,2010,92.3081542,58733067,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.058733067,RO,8390438.143,1.104285714,0.547263682
198,199,PCH Canaã,0.143,7,Leilão 3/2010,17,7.76,7,hydro, Mega Energia Investimentos e Participações S.A.,2010,92.45826828,59325928,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.059325928,RO,8475132.571,1.108571429,0.547263682
199,200,PCH Jamari,0.143,7,Leilão 3/2010,20,9.1,9,hydro, Mega Energia Investimentos e Participações S.A.,2010,92.60838237,60369377,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.060369377,RO,8624196.714,1.3,0.547263682
200,201,PCH Pirapora,0.143,7,Leilão 3/2010,25,17.17,16,hydro,Empresa Metropolitana de águas e Energia S.A,2010,92.76450102,71453525,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.071453525,SP,10207646.43,2.452857143,0.547263682
201,202,EOL Cabeço Preto IV,0.03,33,Leilão 5/2010,19.8,8.4,8.4,wind,"Consórcio Gestamp Eólica:
Corporación Gestamp SL (99,9999%)
Gestamp Eólica Brasil S.A. (0,0001%)",2010,74.72679236,57330059,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.057330059,RN,1737274.515,0.254545455,0.547263682
202,203,EOL Campo dos Ventos II,0.03,33,Leilão 5/2010,30,15,14,wind,Campo dos Ventos II Energias Renováveis S.A.,2010,75.77158641,78067731,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.078067731,RN,2365688.818,0.454545455,0.547263682
203,204,EOL da Prata,0.03,33,Leilão 5/2010,19.5,10.1,10.1,wind,Renova Energia S.A.,2010,72.80533205,45079290,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.04507929,BA,1366039.091,0.306060606,0.547263682
204,205,EOL Dos Araçás,0.03,33,Leilão 5/2010,30,15.5,13.9,wind,Renova Energia S.A.,2010,72.80533205,69551465,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.069551465,BA,2107620.152,0.46969697,0.547263682
205,206,EOL Eurus I,0.03,33,Leilão 5/2010,30,15.5,14.5,wind,"Consórcio Desa Eurus I:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
Eurus I Energias Renováveis S.A. (1%)",2010,74.60069653,66650655,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.066650655,RN,2019716.818,0.46969697,0.547263682
206,207,EOL Eurus II,0.03,33,Leilão 5/2010,30,15.2,15.2,wind,"Consórcio Desa Eurus II:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
Eurus II Energias Renováveis S.A. (1%)",2010,73.15359673,67253212,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.067253212,RN,2037976.121,0.460606061,0.547263682
207,208,EOL Eurus III,0.03,33,Leilão 5/2010,30,16.1,15,wind,"Consórcio Desa Eurus III:
Dobreve Energia S.A. (95%)
Dobreve Empreendimentos e Participações Ltda. (4%)
Eurus III Energias Renováveis S.A. (1%)",2010,74.59469197,66650655,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.066650655,RN,2019716.818,0.487878788,0.547263682
208,209,EOL Fazenda Rosário 2,0.03,33,Leilão 5/2010,20,8,7.9,wind,"Consórcio Elecnor - Enerfin LER 05
Enerfin do Brasil Sociedade de Energia Ltda. (64%)
Elecnor S.A. (36%)",2010,75.44733998,61144626,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.061144626,RS,1852867.455,0.242424242,0.547263682
209,210,EOL Morrão,0.03,33,Leilão 5/2010,30,16.1,14.7,wind,Renova Energia S.A.,2010,72.80533205,69353339,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.069353339,BA,2101616.333,0.487878788,0.547263682
210,211,EOL Pedra do Reino III,0.03,33,Leilão 5/2010,18,6.8,6.8,wind,"Consórcio Pedra do Reino
Gestamp Eolica Promociones S.L. (99,9999%)
Eolica Energia Ltda. (0,0001%)",2010,74.44457788,41623634,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.041623634,BA,1261322.242,0.206060606,0.547263682
211,212,UHE Ferreira Gomes,0.143,7,Leilão 3/2010,252,150.2,105,hydro, Alupar Investimentos S.A,2010,41.89984388,486797766,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.486797766,AM,69542538,21.45714286,0.547263682
212,213,EOL Renascença V,0.03,33,Leilão 5/2010,30,15,15,wind,Renascença V Energias Renováveis Ltda.,2010,73.15359673,67199171,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.067199171,RN,2036338.515,0.454545455,0.547263682
213,214,EOL Seraima,0.03,33,Leilão 5/2010,30,17.5,15.3,wind,Renova Energia S.A.,2010,72.80533205,69353339,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.069353339,BA,2101616.333,0.53030303,0.547263682
214,215,EOL Serra de Santana I,0.03,33,Leilão 5/2010,19.8,9.7,8.1,wind,"Consórcio Gestamp Eólica:
Corporación Gestamp SL (99,9999%)
Gestamp Eólica Brasil S.A. (0,0001%)",2010,74.90692927,57740777,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.057740777,RN,1749720.515,0.293939394,0.547263682
215,216,EOL Serra de Santana II,0.03,33,Leilão 5/2010,28.8,13.5,13.5,wind,"Consórcio Gestamp Eólica:
Corporación Gestamp SL (99,9999%)
Gestamp Eólica Brasil S.A. (0,0001%)",2010,75.1471118,81687408,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.081687408,RN,2475376,0.409090909,0.547263682
216,217,EOL Serra de Santana III,0.03,33,Leilão 5/2010,28.8,12.7,12.7,wind,"Consórcio Gestamp Eólica:
Corporación Gestamp SL (99,9999%)
Gestamp Eólica Brasil S.A. (0,0001%)",2010,74.9669749,81687408,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.081687408,RN,2475376,0.384848485,0.547263682
217,218,EOL Tanque,0.03,33,Leilão 5/2010,24,13.9,13.9,wind,Renova Energia S.A.,2010,72.80533205,55483397,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.055483397,BA,1681315.061,0.421212121,0.547263682
218,219,EOL Ventos do Nordeste,0.03,33,Leilão 5/2010,19.5,10.1,10.1,wind,Renova Energia S.A.,2010,72.80533205,45079290,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.04507929,BA,1366039.091,0.306060606,0.547263682
219,220,PCH Inxu,0.03,33,Leilão 5/2010,20.6,16.5,16.5,hydro,"Consórcio Inxu:
Primus Incorporação e Construção Ltda. (11%)
Bimetal Indústria Metalurgica Ltda. (11%)
Mega Brasil Energia S.A. (78%)",2010,78.01729314,73962321,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.073962321,MT,2241282.455,0.5,0.547263682
220,221,PCH São Sebastião,0.03,33,Leilão 5/2010,9.9,5.2,5.2,hydro,São Sebastião Empreendimentos S.A.,2010,80.01080821,29945959,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.029945959,SC,907453.303,0.157575758,0.547263682
221,222,UTE Alcídia,0.03,33,Leilão 5/2010,38.1,15,11.7,sugar cane bagasse,Destilaria Alcídia S.A ,2010,92.6203915,68114507,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.068114507,SP,2064075.97,0.454545455,0.547263682
222,223,UTE Angélica,0.03,33,Leilão 5/2010,64,37.6,1.5,sugar cane bagasse,Angélica Agroenergia Ltda.,2010,92.6203915,40853248,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.040853248,MS,1237977.212,1.139393939,0.547263682
223,224,UTE Cevasa,0.03,33,Leilão 5/2010,48,19.1,7,sugar cane bagasse,Central Energética Vale do Sapucaí Ltda.,2010,87.06617029,41129458,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.041129458,SP,1246347.212,0.578787879,0.547263682
224,225,UTE Colorado,0.03,33,Leilão 5/2010,52.8,19,0.9,sugar cane bagasse,Açúcar e Álcool Oswaldo Ribeiro Mendonça Ltda.,2010,86.46571394,2359793,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.002359793,SP,71508.87879,0.575757576,0.547263682
225,226,UTE da Pedra,0.03,33,Leilão 5/2010,70,24.4,24.4,sugar cane bagasse,CPFL Bio Pedra S.A. ,2010,87.35438934,121652456,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.121652456,SP,3686438.061,0.739393939,0.547263682
226,227,UTE Eldorado,0.03,1,Leilão 5/2010,12,8.3,5.9,sugar cane bagasse,Usina Eldorado S.A.,2010,92.6203915,29954738,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.029954738,MS,29954738,8.3,0.547263682
227,228,UTE Pedro Afonso,0.03,33,Leilão 5/2010,80,26.7,18.7,sugar cane bagasse,Pedro Afonso Açúcar e Bioenergia S.A.,2010,80.61126456,97694848,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.097694848,TO,2960449.939,0.809090909,0.547263682
228,229,UTE Porto das Águas,0.03,33,Leilão 5/2010,70,21.2,6.3,sugar cane bagasse,Usina Porto das Águas Ltda.,2010,92.52431848,77853969,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.077853969,GO,2359211.182,0.642424242,0.547263682
229,230,UTE Quirinópolis,0.03,33,Leilão 5/2010,80,22.5,10,sugar cane bagasse,USJ Açúcar e Álcool S.A.,2010,80.1609223,63954005,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.063954005,GO,1938000.152,0.681818182,0.547263682
230,231,UTE São Fernando Energia I,0.03,33,Leilão 5/2010,50,36,3.5,sugar cane bagasse,São Fernando Energia I Ltda.,2010,92.71045995,63639066,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.063639066,MS,1928456.545,1.090909091,0.547263682
231,232,UTE São José Colina,0.03,33,Leilão 5/2010,83,51,33.4,sugar cane bagasse,Companhia Energética São José,2010,81.00156119,73165606,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.073165606,SP,2217139.576,1.545454545,0.547263682
232,233,EOL Aratuá 3,0.018,56,Leilão 7/2010,28.8,11.2,11.2,wind,Aratuá Central Geradora Eólica S.A.,2010,82.7248709,68307914,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.068307914,RN,1219784.179,0.2,0.547263682
233,234,EOL Asa Branca I,0.018,56,Leilão 7/2010,30,13.2,13.2,wind,"Consórcio Asa Branca I:
Energimp S.A. (88%)
Asa Branca I Energias Renováveis Ltda. (12%)",2010,81.30178936,66650655,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.066650655,RN,1190190.268,0.235714286,0.547263682
234,235,EOL Asa Branca II,0.018,56,Leilão 7/2010,30,12.8,12.8,wind,"Consórcio Asa Branca II:
Energimp S.A. (88%)
Asa Branca I Energias Renováveis Ltda. (12%)",2010,81.30178936,66650655,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.066650655,RN,1190190.268,0.228571429,0.547263682
235,236,EOL Asa Branca III,0.018,56,Leilão 7/2010,30,12.5,12.5,wind,"Consórcio Asa Branca III:
Energimp S.A. (88%)
Asa Branca I Energias Renováveis Ltda. (12%)",2010,81.30178936,66650655,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.066650655,RN,1190190.268,0.223214286,0.547263682
236,237,EOL Asa Branca IV,0.018,56,Leilão 7/2010,30,14,14,wind,Asa Branca IV Energias Renováveis Ltda.,2010,79.86069413,66650655,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.066650655,RN,1190190.268,0.25,0.547263682
237,238,EOL Asa Branca V,0.018,56,Leilão 7/2010,30,13.7,13.6,wind,Asa Branca V Energias Renováveis Ltda.,2010,79.86069413,66650655,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.066650655,RN,1190190.268,0.244642857,0.547263682
238,239,EOL Asa Branca VI,0.018,56,Leilão 7/2010,30,14.4,14.4,wind,Asa Branca VI Energias Renováveis Ltda.,2010,79.86069413,66650655,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.066650655,RN,1190190.268,0.257142857,0.547263682
239,240,EOL Asa Branca VII,0.018,56,Leilão 7/2010,30,14.3,14.3,wind,Asa Branca VII Energias Renováveis Ltda.,2010,79.86069413,66632641,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.066632641,RN,1189868.589,0.255357143,0.547263682
240,241,EOL Asa Branca VIII,0.018,56,Leilão 7/2010,30,13.6,13.5,wind,Asa Branca VIII Energias Renováveis Ltda.,2010,79.86069413,66650655,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.066650655,RN,1190190.268,0.242857143,0.547263682
241,242,EOL Atlântica I,0.018,56,Leilão 7/2010,30,13.1,13.1,wind,"Cobra do Peixe ERB:
Cobra Instalaciones Y Servicios S.A. (99,97%)
Barra do Peixe Montagens e Serviços Ltda. (0,02%)
Energía Regenerativa Brasil Ltda. (0,01%)",2010,81.06160682,68904011,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.068904011,RS,1230428.768,0.233928571,0.547263682
242,243,EOL Atlântica II,0.018,56,Leilão 7/2010,30,12.9,12.9,wind,"Cobra do Peixe ERB:
Cobra Instalaciones Y Servicios S.A. (99,97%)
Barra do Peixe Montagens e Serviços Ltda. (0,02%)
Energía Regenerativa Brasil Ltda. (0,01%)",2010,81.06160682,68904011,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.068904011,RS,1230428.768,0.230357143,0.547263682
243,244,EOL Atlântica IV,0.018,56,Leilão 7/2010,30,13,13,wind,"Cobra do Peixe ERB:
Cobra Instalaciones Y Servicios S.A. (99,97%)
Barra do Peixe Montagens e Serviços Ltda. (0,02%)
Energía Regenerativa Brasil Ltda. (0,01%)",2010,81.06160682,68904011,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.068904011,RS,1230428.768,0.232142857,0.547263682
244,245,EOL Atlântica V,0.018,56,Leilão 7/2010,30,13.7,13.7,wind,"Cobra do Peixe ERB:
Cobra Instalaciones Y Servicios S.A. (99,97%)
Barra do Peixe Montagens e Serviços Ltda. (0,02%)
Energía Regenerativa Brasil Ltda. (0,01%)",2010,81.06160682,68904011,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.068904011,RS,1230428.768,0.244642857,0.547263682
245,246,EOL Caetité 2,0.018,56,Leilão 7/2010,30,11.2,11,wind,"Consórcio Iberdrola Renováveis e Neoenergia:
Iberdrola Renováveis Do Brasil S.A. (2%)
Iberdrola Renovables S.A. (48%)
Neoenergia S.A. (50%)",2010,82.8569713,81970277,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.081970277,BA,1463754.946,0.2,0.547263682
246,247,EOL Caetité 3,0.018,56,Leilão 7/2010,30,11.2,11.1,wind,"Consórcio Iberdrola Renováveis e Neoenergia:
Iberdrola Renováveis Do Brasil S.A. (2%)
Iberdrola Renovables S.A. (48%)
Neoenergia S.A. (50%)",2010,82.8569713,81970277,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.081970277,BA,1463754.946,0.2,0.547263682
247,248,EOL Calango 1,0.018,56,Leilão 7/2010,30,13.9,13.8,wind,"Consórcio Iberdrola Renováveis e Neoenergia:
Iberdrola Renováveis Do Brasil S.A. (2%)
Iberdrola Renovables S.A. (48%)
Neoenergia S.A. (50%)",2010,79.74060286,78271448,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.078271448,RN,1397704.429,0.248214286,0.547263682
248,249,EOL Calango 2,0.018,56,Leilão 7/2010,30,11.9,11.8,wind,"Consórcio Iberdrola Renováveis e Neoenergia:
Iberdrola Renováveis Do Brasil S.A. (2%)
Iberdrola Renovables S.A. (48%)
Neoenergia S.A. (50%)",2010,79.74060286,81908292,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.081908292,RN,1462648.071,0.2125,0.547263682
249,250,EOL Calango 3,0.018,56,Leilão 7/2010,30,13.9,13.8,wind,"Consórcio Iberdrola Renováveis e Neoenergia:
Iberdrola Renováveis Do Brasil S.A. (2%)
Iberdrola Renovables S.A. (48%)
Neoenergia S.A. (50%)",2010,79.74060286,78271448,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.078271448,RN,1397704.429,0.248214286,0.547263682
250,251,EOL Calango 4,0.018,56,Leilão 7/2010,30,12.8,12.8,wind,"Consórcio Iberdrola Renováveis e Neoenergia:
Iberdrola Renováveis Do Brasil S.A. (2%)
Iberdrola Renovables S.A. (48%)
Neoenergia S.A. (50%)",2010,79.74060286,81908292,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.081908292,RN,1462648.071,0.228571429,0.547263682
251,252,EOL Calango 5,0.018,56,Leilão 7/2010,30,13.7,13.6,wind,"Consórcio Iberdrola Renováveis e Neoenergia:
Iberdrola Renováveis Do Brasil S.A. (2%)
Iberdrola Renovables S.A. (48%)
Neoenergia S.A. (50%)",2010,79.74060286,81908292,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.081908292,RN,1462648.071,0.244642857,0.547263682
252,253,EOL Costa Branca,0.018,56,Leilão 7/2010,20.7,9.8,9.8,wind,SPE Costa Branca Energia S.A.,2010,78.31752132,54957368,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.054957368,RN,981381.5714,0.175,0.547263682
253,254,EOL DREEN Boa Vista,0.018,56,Leilão 7/2010,12.6,6.3,5.7,wind,Dreen Brasil Investimentos e Participações S.A.,2010,82.8569713,38360112,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.038360112,RN,685002,0.1125,0.547263682
254,255,EOL DREEN Olho D'água,0.018,56,Leilão 7/2010,30,15.3,14.9,wind,Dreen Brasil Investimentos e Participações S.A.,2010,80.44313678,87179068,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.087179068,RN,1556769.071,0.273214286,0.547263682
255,256,EOL DREEN São Bento do Norte,0.018,56,Leilão 7/2010,30,14.6,14,wind,Dreen Brasil Investimentos e Participações S.A.,2010,80.44313678,85924457,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.085924457,RN,1534365.304,0.260714286,0.547263682
256,257,EOL Eurus IV,0.018,56,Leilão 7/2010,30,13.7,13.7,wind,"Consórcio Central Geral Eólica Eurus
Energimp S.A. (88%)
Central Geradora Eólica Eurus IV S.A. (12%)",2010,81.30178936,66650655,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.066650655,RN,1190190.268,0.244642857,0.547263682
257,258,EOL Farol,0.018,56,Leilão 7/2010,19.8,10.1,9.1,wind,Dreen Brasil Investimentos e Participações S.A.,2010,80.44313678,54452918,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.054452918,RN,972373.5357,0.180357143,0.547263682
258,259,EOL Juremas,0.018,56,Leilão 7/2010,16.1,7.6,7.5,wind,SPE Juremas Energia S.A.,2010,81.66806773,42744620,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.04274462,RN,763296.7857,0.135714286,0.547263682
259,260,EOL Macacos,0.018,56,Leilão 7/2010,20.7,9.8,9.7,wind,SPE Macacos Energia S.A.,2010,81.66806773,54957368,7.52822583,203,21.80132157,3.729955689,10.98,225251.6,1.6654,0.054957368,RN,981381.5714,0.175,0.547263682
